3,27982,0
3,68,0
3,17702,0
3,38,0
3,9294,0
3,29794,1.19287
3,21578,1.78326
3,27271,0.162964
3,29794,1.19287
3,21578,1.78326
3,29106,2.59164
3,9062,3.34167
3,4754,0.387169
3,29794,1.19287
3,3506,0.651402
3,29794,1.19287
3,21578,1.78326
3,21000,2.19075
3,32504,2.21109
3,11335,2.19201
3,32504,2.21109
3,21000,2.19075
3,32504,2.21109
3,22059,2.52814
3,7974,2.59133
3,10614,3.62918
3,31566,2.42355
3,22059,2.52814
3,12456,1.69406
3,21578,1.78326
3,1842,2.15579
3,21000,2.19075
3,32504,2.21109
3,31566,2.42355
3,22059,2.52814
3,7974,2.59133
3,29006,2.97688
3,12212,3.37187
3,9764,3.97589
3,28223,4.06664
3,12212,3.37187
3,28223,4.06664
3,2883,4.2419
3,4658,4.24686
3,28081,4.40232
3,25451,4.49334
3,13788,5.46995
3,13891,6.0635
3,9937,6.70704
3,15392,4.09937
3,22610,4.22556
3,2883,4.2419
3,4658,4.24686
3,2747,2.00488
3,1842,2.15579
3,21000,2.19075
3,18252,2.87889
3,25449,2.88504
3,17907,4.16054
3,9249,4.05394
3,17907,4.16054
3,3023,3.29098
3,9249,4.05394
3,18052,4.13327
3,17907,4.16054
3,28134,4.50239
3,25449,2.88504
3,9249,4.05394
3,3903,5.24715
3,15619,2.76076
3,18252,2.87889
3,31669,4.64509
3,6985,6.6628
3,18587,6.77852
3,28198,7.41147
3,3565,3.08635
3,31669,4.64509
3,6985,6.6628
3,7135,5.9062
3,31669,4.64509
3,21000,2.19075
3,18252,2.87889
3,7658,2.9251
3,976,2.86408
3,18252,2.87889
3,16759,3.75748
3,20246,5.42411
3,6622,7.34272
3,28470,3.49496
3,16759,3.75748
3,32156,4.00388
3,12925,4.03297
3,3463,4.53993
3,20246,5.42411
3,10660,8.34929
3,16759,3.75748
3,12925,4.03297
3,23148,6.97085
3,25055,5.86834
3,5632,4.39231
3,9083,3.90973
3,12925,4.03297
3,18483,4.4456
3,17014,3.86895
3,9083,3.90973
3,12925,4.03297
3,18483,4.4456
3,32524,5.01943
3,11419,6.75993
3,10258,8.75232
3,11419,6.75993
3,6386,6.94496
3,24089,7.10178
3,13618,7.77656
3,9132,4.37569
3,18483,4.4456
3,9376,6.0537
3,13618,7.77656
3,9376,6.0537
3,11175,5.45172
3,9376,6.0537
3,12925,4.03297
3,18483,4.4456
3,31051,7.7063
3,20564,6.21777
3,31051,7.7063
3,31051,7.7063
3,15380,8.19415
3,31294,4.73887
3,31051,7.7063
3,31051,7.7063
3,24706,5.88037
3,31051,7.7063
3,2544,6.35613
3,31051,7.7063
3,16935,8.14449
3,12577,5.35696
3,24706,5.88037
3,2544,6.35613
3,24706,5.88037
