1,7031,0
1,8855,0
1,3382,0
1,30119,0
1,5206,0
1,58,0
1,8365,0
1,21238,0
1,23933,0.101308
1,4522,0.369344
1,5409,1.02358
1,28272,1.3747
1,16574,2.49419
1,18909,1.04029
1,28272,1.3747
1,16574,2.49419
1,12389,2.66126
1,20683,2.82406
1,28201,3.26125
1,16907,2.71255
1,20683,2.82406
1,28201,3.26125
1,28616,3.28613
1,3178,3.89037
1,7544,3.92231
1,4966,4.63218
1,11227,4.72695
1,1142,5.60785
1,9317,5.67979
1,11649,2.85377
1,28201,3.26125
1,28616,3.28613
1,3178,3.89037
1,7544,3.92231
1,32714,4.3242
1,8404,4.54708
1,4966,4.63218
1,11227,4.72695
1,1142,5.60785
1,9317,5.67979
1,6650,5.89904
1,21645,5.96447
1,14166,6.13767
1,14339,6.34092
1,31700,7.00673
1,7179,7.51265
1,20533,3.67631
1,3178,3.89037
1,7544,3.92231
1,7065,4.4812
1,915,4.89028
1,13983,5.42067
1,12236,5.4229
1,21067,6.6967
1,28839,8.35346
1,12059,4.94279
1,13983,5.42067
1,12236,5.4229
1,1713,5.76639
1,21067,6.6967
1,11633,8.21096
1,28839,8.35346
1,2804,8.54006
1,25359,8.80578
1,16293,9.70951
